seed_id,seed_title,rank,recommended_id,recommended_title,similarity_label,similarity_score_10,reason,seed_genres,recommended_genres,seed_tags,recommended_tags
1735,Naruto: Shippuden,9,16498,Attack on Titan,2,7,"Attack on Titan shares intense war, tragedy, and survival themes that resonate with Naruto’s later arcs.",Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Drama|Fantasy|Mystery,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Kaiju|Revenge|Military|Tragedy|Primarily Teen Cast|Post-Apocalyptic|Male Protagonist|Super Power|Henshin|Gore|Memory Manipulation|Dystopian|Swordplay|Ensemble Cast|Steampunk|Survival|Vore|Orphan|Cannibalism|Espionage|Shounen|Time Skip|Amnesia|Coming of Age|Kuudere|Suicide|Rural|Medieval|Adoption|Primarily Male Cast
1735,Naruto: Shippuden,10,20981,The Boy and the Beast,1,6,The Boy and the Beast features an orphan‑mentor bond and martial training in a fantastical setting.,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Coming of Age|Male Protagonist|Urban Fantasy|Martial Arts|Found Family|Isekai|Cultivation|Anthropomorphism|Primarily Animal Cast|Time Skip|Tragedy|Orphan|Swordplay|Adoption|Estranged Family|Family Life|Kemonomimi|Gods|Philosophy|Youkai|Reincarnation|Bullying|CGI|Body Horror
1735,Naruto: Shippuden,11,20789,The Seven Deadly Sins,1,6,"The Seven Deadly Sins offers ensemble shounen action, magic battles, and a quest to protect a kingdom.",Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Adventure|Comedy|Ecchi|Fantasy|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Ensemble Cast|Shounen|Magic|Demons|Male Protagonist|Age Gap|Heterosexual|Spearplay|Super Power|Swordplay|Anti-Hero|Dissociative Identities|Reincarnation|Fairy|Medieval|Love Triangle|Animals|Bar|Revenge|Nudity
1735,Naruto: Shippuden,12,33,Berserk,1,5,"Berserk shares intense sword combat and tragic war themes, though its darker tone differs from Naruto’s.",Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Adventure|Drama|Fantasy|Horror|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Tragedy|Seinen|Swordplay|War|Male Protagonist|Cosmic Horror|Medieval|Gore|Military|Anti-Hero|Found Family|Primarily Adult Cast|Philosophy|Demons|Revenge|Politics|Love Triangle|Rape|Heterosexual|Torture|Survival|Primarily Male Cast|Travel|Tsundere|Tomboy|Tanned Skin|Coming of Age|Nudity|Archery|Curses|Fugitive|Class Struggle|Female Protagonist|Skeleton|Rural
1735,Naruto: Shippuden,13,21499,Twin Star Exorcists,1,5,"Twin Star Exorcists blends exorcism, demons, and a partnership between a male and female protagonist.",Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Adventure|Comedy|Drama|Fantasy|Romance|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Shounen|Exorcism|Revenge|Magic|Demons|Tragedy|Yandere|Swordplay|Urban Fantasy|Male Protagonist|Female Protagonist|Love Triangle|Ghost|Twins|Time Skip
1735,Naruto: Shippuden,14,20605,Tokyo Ghoul,1,5,Tokyo Ghoul presents a dark supernatural world where a teen grapples with a new monstrous identity.,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Drama|Horror|Mystery|Psychological|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Gore|Urban Fantasy|Tragedy|Survival|Body Horror|Human Experimentation|Male Protagonist|Torture|Henshin|Seinen|Anti-Hero|Coming of Age|Cannibalism|Urban|Police|Detective|Crime|Primarily Adult Cast|Mythology|Military|Terrorism|College|Heterosexual|Femboy
1735,Naruto: Shippuden,15,21087,One-Punch Man,1,5,"One‑Punch Man mixes over‑powered heroes with comedic tone, appealing to fans of exaggerated shounen battles.",Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Action|Comedy|Sci-Fi|Supernatural,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family,Superhero|Super Power|Parody|Male Protagonist|Satire|Surreal Comedy|Urban Fantasy|Urban|Cyborg|Primarily Adult Cast|Kaiju|Seinen|Aliens|Cultivation|Anthropomorphism|Primarily Male Cast|Gods|Martial Arts|Demons|Henshin|Fitness
21234,ERASED,1,129201,Summer Time Rendering,2,10,Time‑loop mystery on an isolated island mirrors Erased's time‑travel crime‑prevention premise.,Drama|Mystery|Psychological|Supernatural|Thriller,Action|Drama|Mystery|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Time Manipulation|Urban Fantasy|Time Loop|Primarily Teen Cast|Shapeshifting|Reincarnation|Super Power|Coastal|Mythology|Rural|Tragedy|Alternate Universe|Ensemble Cast|Body Swapping|Dissociative Identities|Cosmic Horror|Heterosexual|Survival|Gods|Male Protagonist|Religion|Shounen|Clone|Gore|Amnesia|Aliens|Body Horror|Unrequited Love|Guns|Ghost|Denpa|Tanned Skin|Love Triangle|Nudity|Age Regression
21234,ERASED,2,323,Paranoia Agent,2,9,Psychological supernatural crime series with ensemble detectives echoes Erased's dark atmosphere.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Denpa|Crime|Philosophy|Detective|Urban Fantasy|Ensemble Cast|Police|Amnesia|Homeless|Memory Manipulation|Office|Primarily Male Cast|Urban|Meta|Male Protagonist|Episodic|Satire|Suicide|Female Protagonist|Disability|Bullying|Dissociative Identities|Nudity|Fugitive|Hikikomori|Ghost|Primarily Adult Cast|Prostitution|Chuunibyou|Cosmic Horror|LGBTQ+ Themes|Achronological Order
21234,ERASED,3,100332,KOKKOKU,2,9,Female protagonist with urgent time‑manipulation mission shares thriller tone and high stakes.,Drama|Mystery|Psychological|Supernatural|Thriller,Action|Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Urban Fantasy|Primarily Adult Cast|Revenge|Time Manipulation|Female Protagonist|Urban|Cult|Family Life|Super Power|Magic|Seinen|Primarily Male Cast|Crime|Religion|Body Horror|CGI|Demons|Historical
21234,ERASED,4,114446,Higurashi: When They Cry - GOU,2,8,Rural horror mystery with time manipulation and deadly secrets parallels Erased's tension.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Horror|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Denpa|Tragedy|Alternate Universe|Female Protagonist|Torture|Yandere|Time Manipulation|Coming of Age|Conspiracy|Achronological Order|Time Skip|Rural|Gore|Anti-Hero|Primarily Teen Cast|Time Loop|Urban Fantasy|Body Horror|Reincarnation|Shrine Maiden|Twins|Primarily Female Cast|Gods|Detective|Historical|School Club|Dissociative Identities|Witch|Drugs|Suicide|Mythology|Male Protagonist|Demons|Yuri
21234,ERASED,5,1535,Death Note,1,6,Cat‑and‑mouse supernatural thriller exploring moral dilemmas similar to Erased's suspense.,Drama|Mystery|Psychological|Supernatural|Thriller,Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Crime|Detective|Anti-Hero|Fugitive|Male Protagonist|Police|Philosophy|Primarily Adult Cast|Memory Manipulation|Noir|Gods|Urban Fantasy|Primarily Male Cast|Urban|Unrequited Love|Kuudere|Shounen|Amnesia|Espionage|Yandere|Conspiracy|Feet|Tragedy|Assassins|Suicide|Acting|Time Skip|Youkai|Achronological Order
21234,ERASED,6,19,Monster,1,6,Adult psychological thriller of a doctor chasing a serial killer offers comparable investigative vibe.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Horror|Mystery|Psychological|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Crime|Seinen|Detective|Philosophy|Ensemble Cast|Fugitive|Primarily Adult Cast|Twins|Memory Manipulation|Tragedy|Noir|Conspiracy|Revenge|Urban|Adoption|Police|Foreign|Male Protagonist|Orphan|Dissociative Identities|Amnesia|Medicine|Politics|Travel|Historical|Suicide|Time Skip|Guns|Primarily Male Cast|Torture|Episodic|Crossdressing|Gore|Rescue|Rape
21234,ERASED,7,110350,ID: INVADED,1,5,"Detective enters killers' subconscious worlds, blending mind‑bending suspense with mystery.",Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Mystery|Psychological|Sci-Fi|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Detective|Virtual World|Crime|Alternate Universe|Police|Tragedy|Memory Manipulation|Augmented Reality|Urban Fantasy|Prison|Primarily Adult Cast|Male Protagonist|Female Protagonist|Meta|Revenge|Anti-Hero|Philosophy|Amnesia|Cyberpunk|Gore|CGI|Time Manipulation|Guns|Suicide
21234,ERASED,8,21665,B: The Beginning,1,5,Supernatural serial‑killer case with gritty detective work resonates with Erased's thriller elements.,Drama|Mystery|Psychological|Supernatural|Thriller,Action|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Police|Crime|Revenge|Detective|Primarily Adult Cast|Fugitive|Terrorism|Amnesia|Body Horror|Foreign|Gore|Conspiracy|Male Protagonist|Ensemble Cast|Bullying
21234,ERASED,9,117343,Talentless Nana,1,5,"Super‑powered teen assassins and mystery investigation provide a tense, supernatural thriller feel.",Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Horror|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Assassins|Anti-Hero|Super Power|Female Protagonist|Conspiracy|Crime|Primarily Teen Cast|Detective|Espionage|Tragedy|School|Ensemble Cast|Shounen|Rural|Gore|Urban Fantasy|Survival|Memory Manipulation|Shapeshifting|Necromancy|Kuudere|Revenge|Bullying|Time Manipulation|Zombie|Photography
21234,ERASED,10,20931,Death Parade,1,5,"Death‑game bar setting examines life and death, delivering psychological tension akin to Erased.",Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Mystery|Psychological|Supernatural|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Death Game|Afterlife|Philosophy|Tragedy|Amnesia|Memory Manipulation|Reincarnation|Bar|Primarily Adult Cast|Episodic|Suicide|Gambling|Male Protagonist|Female Protagonist|Mythology|Kuudere|Rape|Gyaru|Ice Skating|Revenge|CGI|Bowling|Tanned Skin
21234,ERASED,11,128547,ODDTAXI,1,5,Urban mystery with eclectic cast and layered conspiracies offers a compelling investigative narrative.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Mystery|Psychological|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Crime|Anthropomorphism|Urban|Animals|Ensemble Cast|Primarily Adult Cast|Male Protagonist|Work|Revenge|Noir|Satire|Aromantic|Gangs|Yakuza|Mafia|Fugitive|Primarily Animal Cast|Amnesia|Cars|Police|Idol|Tragedy|Philosophy|Bullying|Adoption|Anti-Hero|Twins|Martial Arts|Manzai|Suicide|Hip-hop Music|Video Games|Heterosexual|Age Gap|Bar
21234,ERASED,12,124845,WONDER EGG PRIORITY,1,5,Supernatural psychological drama with tragic themes mirrors Erased's emotional depth.,Drama|Mystery|Psychological|Supernatural|Thriller,Action|Drama|Fantasy|Mystery|Psychological|Sci-Fi|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Tragedy|Female Protagonist|Primarily Female Cast|Urban Fantasy|Suicide|Bullying|Coming of Age|Alternate Universe|Primarily Teen Cast|Denpa|Philosophy|Ensemble Cast|Hikikomori|Afterlife|Body Horror|Artificial Intelligence|Transgender|School|LGBTQ+ Themes|CGI|Tomboy|Rape|Kuudere|Age Gap|Episodic|Gore|Isekai|Idol|Yuri|Guns
21234,ERASED,13,13125,From the New World,1,5,Dystopian world with psychic abilities and dark mystery matches Erased's psychological and supernatural aspects.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Horror|Mystery|Psychological|Sci-Fi|Supernatural,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Class Struggle|Dystopian|Post-Apocalyptic|Lost Civilization|Philosophy|Coming of Age|Tragedy|Super Power|Anti-Hero|Female Protagonist|Slavery|Conspiracy|Memory Manipulation|Politics|Time Skip|Revenge|Survival|Bisexual|War|Cosmic Horror|Magic|Animals|LGBTQ+ Themes|Rural|Body Horror|Environmental|Amnesia|Cult|Gore|Fugitive|Chimera|Netorare|Heterosexual|Religion|Love Triangle|Torture|Anthropomorphism|Yuri|School|Boys' Love|Rape|Aviation
21234,ERASED,14,21803,Kubikiri Cycle: The Blue Savant and the Nonsense User,0,3,Island murder mystery with body‑swapping twist offers a peripheral investigative scenario.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Mystery|Psychological|Thriller,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Detective|Philosophy|Crime|Male Protagonist|Primarily Adult Cast|Primarily Female Cast|Conspiracy|Body Swapping|Maids|Tragedy|Ojou-sama|Hikikomori|Female Protagonist|Super Power|Heterosexual|CGI|Kuudere|Gore|Time Skip|Ships
21234,ERASED,15,228,Hell Girl,0,2,Anthology of supernatural revenge stories shares dark tone but lacks core mystery focus.,Drama|Mystery|Psychological|Supernatural|Thriller,Drama|Horror|Mystery|Psychological|Supernatural,Age Regression|Time Manipulation|Crime|Urban Fantasy|Tragedy|Time Skip|Male Protagonist|Primarily Child Cast|Detective|Snowscape|Ensemble Cast|Super Power|Seinen|Fugitive|School|Revenge|Teacher|Rural|Amnesia|Rehabilitation|Heterosexual|Bullying|Kuudere|CGI|Age Gap|Matchmaking,Revenge|Episodic|Female Protagonist|Tragedy|Bullying|Afterlife|Curses|Ghost|Urban|Oiran|Detective|Gore|Crime|Conspiracy|Cosmic Horror|School|Blackmail|Rural|Torture|Rape|Aliens|Circus|Twins|Veterinarian|Kuudere
100166,My Hero Academia Season 3,1,104276,My Hero Academia Season 4,2,10,Direct sequel that continues the story and Quirk battles after Season 3.,Action|Adventure|Comedy|Drama,Action|Adventure|Comedy|Drama|Sci-Fi,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Superhero|Super Power|Shounen|Male Protagonist|School|Primarily Teen Cast|Crime|Ensemble Cast|Boarding School|Gangs|Urban Fantasy|Terrorism|Tragedy|Cultivation|Yakuza|Police|Drugs|Espionage|Primarily Male Cast|Delinquents|Band|Heterosexual|Bisexual|Transgender|LGBTQ+ Themes|Nudity|Philosophy|Tomboy
100166,My Hero Academia Season 3,2,117193,My Hero Academia Season 5,2,9,Next season expands the hero‑vs‑villain conflict with the same cast and new training arcs.,Action|Adventure|Comedy|Drama,Action|Adventure|Comedy|Sci-Fi,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Superhero|Super Power|Shounen|Male Protagonist|School|Cultivation|Primarily Teen Cast|Primarily Male Cast|Urban Fantasy|Tragedy|Ensemble Cast|Urban|Crime|Anti-Hero|Boarding School|Arranged Marriage|Martial Arts|Heterosexual|Bisexual|Tomboy|LGBTQ+ Themes
100166,My Hero Academia Season 3,3,139630,My Hero Academia Season 6,2,8,Further continuation deepening the war and introducing powerful new antagonists.,Action|Adventure|Comedy|Drama,Action|Adventure,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Super Power|Superhero|Shounen|Male Protagonist|Tragedy|War|Terrorism|Urban Fantasy|Urban|Assassins|Anti-Hero|Revenge|Ensemble Cast|Post-Apocalyptic|Gore|Conspiracy|Espionage|Bisexual|LGBTQ+ Themes|Yandere|CGI|School|Boarding School
100166,My Hero Academia Season 3,4,21459,My Hero Academia,2,8,"Original series establishes the world, Quirks and core characters essential for Season 3.",Action|Adventure|Comedy|Drama,Action|Adventure|Comedy,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Super Power|Superhero|Shounen|Primarily Teen Cast|Male Protagonist|School|Urban Fantasy|Crime|Ensemble Cast|Rescue|Bullying|Primarily Male Cast|Cultivation|Prison
100166,My Hero Academia Season 3,5,21856,My Hero Academia Season 2,2,7,Season 2 builds on the school setting with new training arcs and the Sports Festival.,Action|Adventure|Comedy|Drama,Action|Adventure|Comedy,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Super Power|Superhero|Shounen|Primarily Teen Cast|School|Male Protagonist|Ensemble Cast|Urban Fantasy|Cultivation|Revenge|Primarily Male Cast|Bar|Bisexual
100166,My Hero Academia Season 3,6,20,Naruto,2,7,"Teen ninja academy, intense training, and ensemble cast mirror MHA’s school dynamics.",Action|Adventure|Comedy|Drama,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Ninja|Shounen|Criminal Organization|Coming of Age|Male Protagonist|Orphan|Super Power|Revenge|Martial Arts|Found Family|Philosophy|Primarily Child Cast|Shapeshifting|Necromancy|Ensemble Cast|Kaiju|Battle Royale|Bullying|Slapstick|Primarily Teen Cast|Achronological Order|Travel|Unrequited Love|Anachronism|Heterosexual|Death Game|Estranged Family|Gender Bending|LGBTQ+ Themes|School|Assassins|Love Triangle|Anthropomorphism|Gambling
100166,My Hero Academia Season 3,7,1735,Naruto: Shippuden,2,7,Shippuden continues Naruto with higher‑stakes battles and character growth similar to MHA’s escalation.,Action|Adventure|Comedy|Drama,Action|Adventure|Comedy|Drama|Fantasy|Supernatural,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Ninja|Shounen|Criminal Organization|Male Protagonist|Super Power|Revenge|Tragedy|Orphan|Coming of Age|Martial Arts|War|Conspiracy|Philosophy|Cultivation|Fugitive|Ensemble Cast|Time Skip|Politics|Necromancy|Gods|Terrorism|Military|Achronological Order|Swordplay|Anti-Hero|Anachronism|Kaiju|Travel|Aliens|Unrequited Love|Shapeshifting|Slapstick|Gender Bending|Estranged Family
100166,My Hero Academia Season 3,8,11061,Hunter x Hunter (2011),1,6,Hunter x Hunter’s diverse abilities and strategic fights echo MHA’s training camp vibe.,Action|Adventure|Comedy|Drama,Action|Adventure|Fantasy,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Shounen|Super Power|Male Protagonist|Tragedy|Travel|Ensemble Cast|Martial Arts|Philosophy|Primarily Male Cast|Revenge|Chimera|Anthropomorphism|Primarily Teen Cast|Coming of Age|Criminal Organization|Crime|Virtual World|Urban Fantasy|Environmental|Assassins|Anti-Hero|Body Horror|Mafia|Card Battle|Gangs|Shogi|Gore|Transgender|Animals|Video Games|Board Game|Yandere|Amnesia
100166,My Hero Academia Season 3,9,113415,JUJUTSU KAISEN,1,6,Urban fantasy with teen protagonists mastering curses offers a comparable power‑development arc.,Action|Adventure|Comedy|Drama,Action|Drama|Supernatural,Superhero|Super Power|Shounen|Primarily Teen Cast|Boarding School|Cultivation|Urban Fantasy|School|Ensemble Cast|Male Protagonist|Heterosexual|Primarily Male Cast|Revenge|Tomboy|Police|Bar|Battle Royale|Body Horror|Bisexual|CGI|Yandere|Transgender|LGBTQ+ Themes,Urban Fantasy|Shounen|Curses|Super Power|Youkai|Male Protagonist|Exorcism|Primarily Teen Cast|Dissociative Identities|Demons|Orphan|Urban|Body Horror|Primarily Male Cast|Magic|Martial Arts|Ensemble Cast|Shapeshifting|Gore|Anthropomorphism|School|Swordplay|Boarding School|Rotoscoping|Slapstick|Mythology|Archery|Surreal Comedy|Twins|Tragedy|Baseball
