seed_id,seed_title,rec_1_title,rec_1_label,rec_1_score_10,rec_1_reason,rec_2_title,rec_2_label,rec_2_score_10,rec_2_reason,rec_3_title,rec_3_label,rec_3_score_10,rec_3_reason,rec_4_title,rec_4_label,rec_4_score_10,rec_4_reason,rec_5_title,rec_5_label,rec_5_score_10,rec_5_reason,rec_6_title,rec_6_label,rec_6_score_10,rec_6_reason,rec_7_title,rec_7_label,rec_7_score_10,rec_7_reason,rec_8_title,rec_8_label,rec_8_score_10,rec_8_reason,rec_9_title,rec_9_label,rec_9_score_10,rec_9_reason,rec_10_title,rec_10_label,rec_10_score_10,rec_10_reason,rec_11_title,rec_11_label,rec_11_score_10,rec_11_reason,rec_12_title,rec_12_label,rec_12_score_10,rec_12_reason,rec_13_title,rec_13_label,rec_13_score_10,rec_13_reason,rec_14_title,rec_14_label,rec_14_score_10,rec_14_reason,rec_15_title,rec_15_label,rec_15_score_10,rec_15_reason
124080,Horimiya,Horimiya: The Missing Pieces,2,10,Direct side‑story continuation of Horimiya’s characters and setting.,Kaguya-sama: Love is War,2,9,"High‑school romance comedy with tsundere mind games and an ensemble cast, matching Horimiya’s tone.",Toradora!,2,9,"Classic school romance with strong character growth and tsundere leads, offering similar emotional depth.",Komi Can’t Communicate,2,8,"Focuses on socially awkward teens learning to open up, sharing Horimiya’s gentle slice‑of‑life vibe.",Kimi ni Todoke: From Me to You,2,8,Shy heroine’s gradual romance in a school setting mirrors Horimiya’s coming‑of‑age feel.,Clannad,2,8,"Emotional school romance with family themes and strong character development, akin to Horimiya.",Shikimori's Not Just a Cutie,2,7,Couples‑centered high‑school romance with tsundere dynamics and light comedy.,Kaguya-sama: Love is War?,2,7,"Season 2 continues the witty romantic mind‑games of Kaguya‑sama, fitting Horimiya’s smart comedy.",Tsuredure Children,1,6,Anthology of short teen love stories that captures a similar slice‑of‑life romance atmosphere.,The Quintessential Quintuplets,1,6,"Ensemble school romance with comedic misunderstandings, offering a comparable ensemble feel.",Fruits Basket (2019),1,6,"Family‑like ensemble romance with a gentle slice‑of‑life core, though it adds a supernatural twist.","DON'T TOY WITH ME, MISS NAGATORO",1,5,Teasing relationship between a shy boy and a bold girl provides a comparable comedic romance dynamic.,Aharen-san wa Hakarenai,1,5,"Awkward daily interactions between two classmates deliver a light, comedic slice‑of‑life feel.",School Rumble 2nd Term,1,4,Ensemble high‑school romance comedy filled with misunderstandings and playful banter.,"Love, Chunibyo & Other Delusions - Heart Throb -",1,4,"High‑school romance with comedic elements and character growth, fitting the overall tone."
11061,Hunter x Hunter (2011),Hunter x Hunter: Yorknew City,2,10,Direct continuation of the same story with the same characters and themes.,Hunter x Hunter,2,9,"Alternate 1999 adaptation of the same source material, offering a different take on the story.",Fullmetal Alchemist: Brotherhood,2,8,"Shares deep philosophical themes, tragedy, and an ensemble shounen adventure.",Naruto: Shippuden,2,7,"Long‑running shounen with complex powers, revenge motives, and extensive character growth.",ONE PIECE,2,7,"Epic adventure featuring travel, a large ensemble cast, and super‑power battles.",Attack on Titan,1,6,"Dark, high‑stakes survival and moral dilemmas reminiscent of HxH’s later arcs.",JUJUTSU KAISEN,1,6,"Modern shounen with curses, super powers, and philosophical conflict.",Demon Slayer: Kimetsu no Yaiba,1,6,Tragic revenge‑driven journey with strong super‑power battles and a traveling protagonist.,My Hero Academia,1,5,Super‑power school setting with an ensemble cast and clear character‑growth arcs.,Fairy Tail,1,5,"Magic‑focused adventure featuring a quirky, large ensemble and strong camaraderie.",Sword Art Online,1,5,Virtual‑world adventure with a determined male lead and survival challenges.,Death Note,1,4,Psychological cat‑and‑mouse story that explores power and morality.,Berserk,0,3,"Grim dark fantasy centered on revenge and brutal combat, but far more mature in tone.",Dorohedoro,0,3,"Surreal dark fantasy with anthropomorphic elements and gritty humor, offering a very different feel.",Tokyo Ghoul,0,3,"Urban horror exploring identity and survival, sharing a tragic vibe but a distinct genre."
113415,JUJUTSU KAISEN,JUJUTSU KAISEN Season 2,2,10,Direct sequel continuing the main story and characters of Jujutsu Kaisen.,JUJUTSU KAISEN Season 3: The Culling Game Part 1,2,9,"Third season that advances the plot after the Shibuya Incident, keeping the same tone and cast.",JUJUTSU KAISEN 0,2,9,Prequel movie that explores the origins of a key curse and expands the Jujutsu universe.,Chainsaw Man,2,8,"Shares urban demon‑hunting, dark humor, and a teen anti‑hero with Jujutsu Kaisen.",Tokyo Ghoul,2,7,"Urban supernatural thriller about a teen turning into a monster, echoing Jujutsu’s curse themes.",Demon Slayer: Kimetsu no Yaiba,2,7,Features a teen protagonist battling demons in a modern‑ish setting with tragic stakes.,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,1,6,"Movie continuation of Demon Slayer that focuses on a cursed train, similar horror‑action vibe.",Fire Force,1,6,"Urban fantasy where special forces fight fire‑based supernatural threats, akin to exorcism battles.",Mob Psycho 100,1,6,"Teen with hidden psychic power navigating urban supernatural conflicts, mixing comedy and drama.",Beyond the Boundary,1,5,Supernatural teen drama with cursed abilities and a blend of action and emotional stakes.,Attack on Titan,1,5,"Dark, high‑stakes battle against monstrous foes in a grim world, appealing to Jujutsu fans.",Fullmetal Alchemist: Brotherhood,1,5,"Shounen adventure with tragic consequences of forbidden power, similar moral complexity.",Death Note,1,5,"Psychological supernatural thriller about a deadly notebook, resonating with Jujutsu’s moral dilemmas.",JoJo's Bizarre Adventure: Diamond is Unbreakable,1,5,"Urban supernatural series with teen protagonists and bizarre powers, matching Jujutsu’s setting.",Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,1,5,"Continues Demon Slayer’s demon‑hunting arc, offering more of the same dark action and tragedy."
145064,JUJUTSU KAISEN Season 2,JUJUTSU KAISEN Season 3: The Culling Game Part 1,2,10,Direct sequel continuing the Culling Game arc after Season 2.,JUJUTSU KAISEN,2,9,"Introduces the core world, characters and curse battles that Season 2 expands.",JUJUTSU KAISEN 0,2,8,"Prequel film set in the same universe, focusing on another curse‑bound teen.",Demon Slayer: Kimetsu no Yaiba,2,8,"Shounen series with teen demon hunters, intense gore and supernatural combat similar to Jujutsu.",Chainsaw Man,2,8,"Urban supernatural action with demons, tragic tone and a teen anti‑hero.",Fire Force,1,6,"Modern city shounen where firefighters battle fire‑based spirits, offering comparable supernatural action.",Mob Psycho 100,1,6,"Teen with psychic powers faces urban supernatural threats, blending comedy with intense battles.",Beyond the Boundary,1,5,"Supernatural high‑school drama with cursed abilities and tragic backstories, similar teen focus.",JoJo's Bizarre Adventure: Diamond is Unbreakable,1,5,Urban fantasy shounen with unique powers and city‑based supernatural fights.,Summer Time Rendering,1,5,Mystery‑driven supernatural thriller with teen protagonists and time‑loop elements.,Devilman Crybaby,1,5,"Dark, gore‑heavy anime about demons and humanity’s tragic struggle in an urban setting.",Tokyo Ghoul,1,5,"Urban horror featuring a teen confronting deadly ghouls, with strong gore and supernatural themes.",Fullmetal Alchemist: Brotherhood,1,5,"Shounen with alchemical powers, moral dilemmas and intense battles that appeal to Jujutsu fans.",My Hero Academia,1,5,"Super‑power focused shounen set in a modern academy, offering a similar teen‑hero vibe.",Death Note,1,4,Psychological supernatural thriller with a teen protagonist wielding deadly otherworldly power.
14719,JoJo's Bizarre Adventure (TV),JoJo's Bizarre Adventure: Stardust Crusaders,2,10,Direct continuation of JoJo (Part 3) with iconic Stand battles.,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,2,9,Film climax of Part 3 delivering the final showdown with Dio.,JoJo's Bizarre Adventure: Diamond is Unbreakable,2,8,"Introduces new setting and Stand users, blending mystery with supernatural combat.",JoJo's Bizarre Adventure: Golden Wind,2,8,Shifts to mafia intrigue while retaining the Stand power system and dramatic flair.,Berserk,2,8,"Dark, revenge‑driven epic with brutal supernatural powers appealing to JoJo fans.",JoJo's Bizarre Adventure: STONE OCEAN,2,7,"Features a female lead but keeps Stand battles, revenge themes, and stylish supernatural fights.",STEEL BALL RUN JoJo's Bizarre Adventure 1st STAGE,2,7,"Reimagines JoJo in a Western horse‑race setting, adding new powers and gritty adventure.",Demon Slayer: Kimetsu no Yaiba,1,6,"Male‑protagonist hunts demons in a dark fantasy world, sharing revenge and supernatural combat.",Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,1,6,"Focuses on the Entertainment District arc, adding intense battles and supernatural curses.",JUJUTSU KAISEN,1,6,Urban fantasy with cursed powers and high‑stakes battles echoing JoJo’s Stand concept.,Dororo,1,6,"Dark samurai tale of a cursed body‑less hero seeking revenge, matching JoJo’s grim tone.",Hunter x Hunter (2011),1,5,Grand adventure with a unique power system and strong character growth similar to JoJo.,Fullmetal Alchemist: Brotherhood,1,5,"Brothers wield alchemy in a high‑stakes quest, offering comparable action and moral dilemmas.",BLEACH: Thousand-Year Blood War,1,5,Shounen supernatural battles with spirit powers that feel familiar to JoJo enthusiasts.,Hell’s Paradise,1,5,Gritty survival story with supernatural abilities and a dark tone reminiscent of later JoJo arcs.
21202,KONOSUBA -God's blessing on this wonderful world!,KONOSUBA -God's blessing on this wonderful world! 2,2,10,"Direct sequel that continues the same cast, parody tone, and slapstick isekai humor.",KONOSUBA -God's blessing on this wonderful world! 3,2,9,Third season keeps the ensemble dynamics and satirical isekai comedy of the original.,Kono Subarashii Sekai ni Shukufuku wo! 4,2,8,"Fourth season maintains the chaotic party, meta jokes, and fantasy parody.",KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,2,7,Feature‑length film expands the world with the same parody adventure and characters.,"No Game, No Life",2,7,Isekai comedy about sibling gamers that satirizes fantasy tropes similarly to Konosuba.,Combatants Will Be Dispatched!,2,7,"Parodic isekai where corporate minions become heroes, matching Konosuba’s meta‑humor.",The Hidden Dungeon Only I Can Enter,1,6,Comedy‑heavy fantasy with harem elements and slapstick dungeon antics reminiscent of Konosuba.,Miyuki-chan In Wonderland,1,6,Female‑cast isekai parody that uses absurd humor and satire similar to Konosuba’s style.,Do You Love Your Mom and Her Two-Hit Multi-Target Attacks?,1,6,"Isekai video‑game parody featuring a mother companion, delivering the same goofy tone.",I'm the Evil Lord of an Intergalactic Empire!,1,6,Reincarnated anti‑hero in a sci‑fi fantasy setting with satire and harem elements.,The Legendary Hero is Dead!,1,5,Body‑swap comedy in a fantasy world that provides slapstick humor akin to Konosuba.,The Familiar of Zero,1,5,Isekai magic comedy with a harem and frequent slapstick moments similar to Konosuba.,Is It Wrong to Try to Pick Up Girls in a Dungeon? II: Is It Wrong to Go Searching for Herbs on a Deserted Island?,1,5,Adventure comedy with an ensemble cast and light‑hearted fantasy parody.,The Seven Deadly Sins,1,4,"Ensemble fantasy with comedic moments, though more action‑focused than Konosuba.",The Seven Deadly Sins: Revival of the Commandments,1,4,Sequel to The Seven Deadly Sins that adds more comedic fantasy and ensemble antics.
101921,Kaguya-sama: Love is War,Kaguya-sama: Love is War?,2,10,Season 2 continues the student‑council mind‑games and witty romance that define Kaguya‑sama.,Kaguya-sama: Love is War -Ultra Romantic-,2,9,Season 3 (Ultra Romantic) keeps the same cast and clever battle‑of‑pride premise.,Kaguya-sama wa Kokurasetai: Kanketsu-hen,2,9,The theatrical conclusion wraps up the series with the original characters and their psychological romance.,Kaguya-sama: Love is War -The First Kiss That Never Ends-,2,8,A TV special focusing on the first kiss offers a direct emotional payoff for fans.,Ouran High School Host Club,2,8,"Ouran shares an elite school setting, parody‑heavy humor, and a romance built on teasing battles.",Kaguya-sama: Love Is War -Stairway to Adulthood-,2,7,The ‘Stairway to Adulthood’ special ages the characters while preserving the original’s comedic psychology.,Horimiya,2,7,Horimiya’s secret‑double‑life romance mirrors Kaguya‑sama’s hidden feelings in a school slice‑of‑life setting.,Monthly Girls' Nozaki-kun,1,6,"Monthly Girls' Nozaki‑kun delivers meta‑parody and school romance with a playful, teasing tone.",My Teen Romantic Comedy SNAFU,1,6,My Teen Romantic Comedy SNAFU offers a cynical high‑school protagonist and sharp social commentary similar to Kaguya’s wit.,Fruits Basket Season 2,1,6,"Fruits Basket Season 2 blends romance, comedy, and psychological family dynamics that appeal to Kaguya fans.",Komi Can’t Communicate,1,5,"Komi Can’t Communicate focuses on social awkwardness and gentle school romance, offering a softer counterpart.",Aharen-san wa Hakarenai,1,5,Aharen‑san wa Hakarenai provides surreal school comedy and a quirky tsundere lead.,"DON'T TOY WITH ME, MISS NAGATORO",1,5,"Don’t Toy With Me, Miss Nagatoro centers on teasing‑heavy romance reminiscent of Kaguya’s mind games.",Call of the Night,1,5,"Call of the Night blends psychological romance with supernatural elements, echoing Kaguya’s humor‑tension mix.",The Quintessential Quintuplets,1,5,The Quintessential Quintuplets presents a harem‑style school romance with comedic misunderstandings similar to Kaguya‑sama’s love battles.
98314,Kakegurui,Kakegurui Twin,2,10,Direct spin‑off set in the same academy with high‑stakes gambling battles.,Tomodachi Game,2,9,Teen death‑game thriller that mirrors Kakegurui’s psychological tension and betting mechanics.,Classroom of the Elite Season 2,2,8,Elite school meritocracy where strategic mind games determine social rank.,Danganronpa 3: The End of Hope’s Peak High School - Despair Arc,2,8,School‑based death‑game series with intense manipulation and anti‑hero characters.,Death Parade,2,7,Gambling‑style death games in a bar setting that focus on high‑tension mind contests.,Platinum End,2,7,"Supernatural death‑game competition where contestants wager for godhood, echoing Kakegurui’s stakes.",Death Note,1,6,Cat‑and‑mouse battle of wits between a genius anti‑hero and law enforcement.,Revolutionary Girl Utena,1,6,"Academy duels decide status, offering strategic psychological battles similar to gambling.",Hunter x Hunter (2011),1,6,Features strategic games and psychological contests like Heavens Arena and the Chimera Ant arc.,Higurashi: When They Cry - GOU,1,5,Psychological horror mystery with school‑town secrets and tense mind games.,Serial Experiments Lain,1,5,"Explores reality vs. virtual perception, appealing to fans of mind‑bending intrigue.",ID: INVADED,1,5,"Detective enters killers' subconscious, delivering high‑tension psychological puzzles.",From the New World,1,4,Dystopian society with class struggle and deep psychological themes.,Monogatari Series Second Season,1,4,Dialogue‑heavy supernatural school series with complex character psychology.,WONDER EGG PRIORITY,1,4,"Dark psychological thriller about teen girls confronting surreal, high‑tension dangers."
21507,Mob Psycho 100,Mob Psycho 100 II,2,10,"Direct sequel continues Mob's story with the same blend of comedy, psychic powers, and philosophical growth.",Mob Psycho 100 III,2,9,"Third season maintains satire, supernatural battles, and emotional development.",One-Punch Man,2,9,Over‑powered hero parody explores boredom and existential humor akin to Mob's satire.,Lucifer and the Biscuit Hammer,2,8,Surreal urban‑fantasy comedy with psychic abilities and philosophical themes mirrors Mob's tone.,Sarazanmai,2,8,"Bizarre urban‑fantasy comedy delving into identity and emotions, similar to Mob's themes.",JUJUTSU KAISEN,2,8,"Shounen with curses, teen protagonists, and intense psychic battles, echoing Mob’s action.",Bakemonogatari,2,7,Modern supernatural series with witty dialogue and existential musings in a city setting.,Monogatari Series Second Season,2,7,Continuation of Monogatari’s supernatural comedy and philosophical reflection.,Toilet-bound Hanako-kun,2,7,"School‑set supernatural comedy about a ghostly girl granting wishes, sharing quirky humor.",DAN DA DAN,2,7,"High‑school duo dealing with spirits and aliens, mixing surreal comedy and powers.",Yuki Yuna is a Hero,1,6,"Dark magical‑girl series exploring heroism, sacrifice, and philosophical questions.",Devilman Crybaby,1,5,Intense psychological supernatural drama examining inner conflict and philosophy.,Elfen Lied,1,5,"Tragic story of telekinetic mutants, blending superpowers with emotional trauma.",Lookism,1,4,"Urban fantasy about body‑swapping and identity, offering a fresh teen supernatural take.",Beyond the Boundary,1,4,Super‑powered teen drama with existential dilemmas and a mix of action and emotion.
101338,Mob Psycho 100 II,Mob Psycho 100,2,10,"Essential foundation that introduces Mob’s powers, tone, and characters before season 2.",Mob Psycho 100 III,2,9,Continues Mob’s story with new supernatural threats and deeper philosophical themes.,One-Punch Man,2,8,"Satirical take on overpowered heroes with similar humor, action, and existential musings.",JUJUTSU KAISEN,2,8,High‑octane supernatural battles and teen cast dealing with cursed energy echo Mob’s shounen vibe.,My Hero Academia,2,7,School of powered teens and comedic heroics mirror Mob’s shounen spirit.,Hunter x Hunter (2011),2,7,Complex power system and philosophical growth parallel Mob’s emotional journey.,Devilman Crybaby,2,7,Dark psychological exploration of supernatural power and identity resonates with Mob’s inner conflict.,Lucifer and the Biscuit Hammer,2,7,"Mixes super‑powers, urban fantasy, and philosophical satire akin to Mob Psycho.",Sarazanmai,2,7,"Surreal comedy, teen angst, and supernatural abilities in a philosophically charged urban setting.",Tokyo Ghoul,1,6,"Teen protagonist grapples with monstrous power and identity, similar to Mob’s struggle.",Death Note,1,6,Psychological cat‑and‑mouse tension with supernatural abilities appeals to Mob fans.,Rascal Does Not Dream of Bunny Girl Senpai,1,6,Teen characters face bizarre supernatural phenomena and emotional themes.,Attack on Titan,1,5,Existential struggles and overwhelming powers complement Mob’s thematic depth.,Demon Slayer: Kimetsu no Yaiba,1,5,Intense supernatural battles and a coming‑of‑age journey mirror Mob’s action‑drama blend.,Assassination Classroom,1,5,"School setting with a powerful, otherworldly teacher offers comedic yet supernatural dynamics like Mob’s school antics."
108465,Mushoku Tensei: Jobless Reincarnation,Mushoku Tensei: Jobless Reincarnation Season 2,2,10,Direct continuation of Mushoku Tensei with the same world and characters.,Mushoku Tensei: Jobless Reincarnation Season 2 Part 2,2,9,"Second cour of season 2, focusing on Rudeus' magic training and university life.",The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,2,8,Reincarnated assassin with magic and anti‑hero vibes mirrors MT's premise.,Re:ZERO -Starting Life in Another World-,2,8,"Dark isekai with a male protagonist, magic, and psychological twists similar to MT.",Ranking of Kings,2,7,"Fantasy coming‑of‑age about a disabled prince, sharing growth and world‑building focus.",Witch Hat Atelier,2,7,"Coming‑of‑age magic tale with detailed world‑building, appealing to MT fans.",Fullmetal Alchemist: Brotherhood,1,6,"Themes of redemption, sacrifice, and alchemical magic echo MT’s emotional core.",High School Prodigies Have It Easy Even In Another World,1,6,"Isekai featuring prodigious heroes exploring a magical world, parallels MT’s adventure vibe.","No Game, No Life",1,5,"Bright, game‑centric isekai with strong world‑building and magic, a lighter counterpart.",The Familiar of Zero,1,5,"Magic‑school isekai with a male lead and harem elements, similar setting to MT.",Hunter x Hunter (2011),1,5,"Adventure series about a young hunter discovering a world of magic and monsters, strong growth themes.",Berserk,1,4,"Grim dark fantasy with intense tragedy and swordplay, matching MT’s mature tone.",Attack on Titan,1,4,"Post‑apocalyptic fantasy with humanity’s struggle, sharing epic world‑building and tragedy.",Escaflowne: A Girl in Gaea,0,3,"Classic mecha‑fantasy isekai with magic and royalty, similar transport‑to‑another‑world hook.","BASTARD!! -Heavy Metal, Dark Fantasy-",0,3,"Heavy‑metal dark fantasy with powerful magic and anti‑hero, offering a darker thematic match."
21459,My Hero Academia,My Hero Academia Season 2,2,10,Direct sequel continuing the story with new arcs and character development.,My Hero Academia Season 3,2,9,Continues the series with the intense Summer Training Camp arc.,My Hero Academia Season 4,2,9,Advances the plot with the Hero Killer and Paranormal Liberation Front arcs.,My Hero Academia Season 5,2,8,Introduces the joint training battle and deeper villain conflicts.,My Hero Academia Season 6,2,8,Explores the war against the Paranormal Liberation Front and darker themes.,My Hero Academia: Make It! Do-or-Die Survival Training,2,8,Features Class 1‑A in a high‑stakes survival training that expands the world.,Boku no Hero Academia: Training of the Dead,2,7,OVA focusing on a crossover training session between U.A. and Yuuei students.,The Daily Life of the Immortal King,2,7,"Comedy‑action series about an overpowered teen in a school setting, similar tone.",One-Punch Man,2,7,Satirical superhero series with overpowered protagonist and comedic action.,JUJUTSU KAISEN,1,6,Urban fantasy shounen with curses and power battles akin to quirks.,Naruto,1,6,Classic ninja shounen with a school‑like academy and power growth.,Fairy Tail,1,5,Magic‑based guild adventure with ensemble cast and comedic moments.,Hunter x Hunter (2011),1,5,Adventure shounen with diverse abilities and tournament arcs.,Soul Eater,1,5,"School of weapon meisters mixing action, comedy, and supernatural powers.",Yu Yu Hakusho: Ghostfiles,1,4,Spirit‑fighting teen hero in a school‑like setting with comedic fights.
21856,My Hero Academia Season 2,My Hero Academia Season 3,2,10,Direct sequel continuing Class 1‑A's story after Season 2.,My Hero Academia Season 4,2,9,"Follows the same heroes into the next major arc, building on Season 2 events.",My Hero Academia Season 5,2,8,Continues the rivalry and training battles introduced in Season 2.,My Hero Academia Season 6,2,8,"Advances the plot with the Paranormal Liberation Front, deepening the hero conflict.",My Hero Academia,2,8,Season 1 introduces the world and characters that Season 2 expands.,My Hero Academia: Make It! Do-or-Die Survival Training,2,7,Spin‑off film featuring the same students in a new survival‑training challenge.,Boku no Hero Academia: Sukue! Kyuujo Kunren!,2,7,"OVA where Class 1‑A regains public trust after a villain attack, echoing Season 2 stakes.",Black Clover,2,7,Magic‑school shounen with an ensemble cast and similar growth‑focused battles.,Naruto,1,6,"Classic ninja shounen with rivalries, training arcs, and a teen ensemble like MHA.",Naruto: Shippuden,1,6,"Shippuden continues Naruto’s story, offering comparable long‑term character development.",Fairy Tail,1,5,Fairy Tail’s guild battles and comedic tone match MHA’s action‑comedy vibe.,JUJUTSU KAISEN,1,5,Urban‑fantasy curses and school‑like training echo MHA’s hero curriculum.,Hunter x Hunter (2011),1,5,Hunter x Hunter’s diverse abilities and tournament arcs resemble MHA’s hero exams.,One-Punch Man,1,5,One‑Punch Man satirizes superheroes while delivering high‑octane action.,The Seven Deadly Sins,1,4,The Seven Deadly Sins blends ensemble fantasy adventure with humor akin to MHA.
100166,My Hero Academia Season 3,My Hero Academia Season 4,2,10,Direct sequel that continues the story and Quirk battles after Season 3.,My Hero Academia Season 5,2,9,Next season expands the hero‑vs‑villain conflict with the same cast and new training arcs.,My Hero Academia Season 6,2,8,Further continuation deepening the war and introducing powerful new antagonists.,My Hero Academia,2,8,"Original series establishes the world, Quirks and core characters essential for Season 3.",My Hero Academia Season 2,2,7,Season 2 builds on the school setting with new training arcs and the Sports Festival.,Naruto,2,7,"Teen ninja academy, intense training, and ensemble cast mirror MHA’s school dynamics.",Naruto: Shippuden,2,7,Shippuden continues Naruto with higher‑stakes battles and character growth similar to MHA’s escalation.,Hunter x Hunter (2011),1,6,Hunter x Hunter’s diverse abilities and strategic fights echo MHA’s training camp vibe.,JUJUTSU KAISEN,1,6,Urban fantasy with teen protagonists mastering curses offers a comparable power‑development arc.,Demon Slayer: Kimetsu no Yaiba,1,5,High‑stakes battles and a tragic hero’s backstory provide a similar dramatic growth experience.,Fullmetal Alchemist: Brotherhood,1,5,Ensemble of powered characters facing moral dilemmas parallels MHA’s scope.,One-Punch Man,1,5,Parody superhero series with over‑powered heroes and comedic tone appeals to MHA fans.,JoJo's Bizarre Adventure: Diamond is Unbreakable,1,5,Modern city setting with unique super‑powers and quirky humor matches MHA’s style.,The Boy and the Beast,1,4,Mentor‑student relationship and power progression echo MHA’s training themes.,Shaman King,1,4,Shamanic powers and tournament arcs give a comparable shounen power‑growth experience.
104276,My Hero Academia Season 4,My Hero Academia Season 5,2,10,Direct sequel that continues the Shigaraki war and Class 1‑A battles.,My Hero Academia Season 6,2,9,"Advances the Paranormal Liberation Front conflict, the next major arc after Season 4.",My Hero Academia: Two Heroes,2,8,Movie set after Season 4 featuring the same heroes on a new high‑stakes mission.,JUJUTSU KAISEN,2,8,"Urban shounen with teen protagonists wielding curses, similar power‑battle vibe.",My Hero Academia Season 3,2,7,Season 3 deepens training arcs and villain development that lead into Season 4.,My Hero Academia Season 2,1,6,Earlier season that establishes the hero‑school setting and early antagonists.,ONE PIECE,1,6,Long‑running shounen adventure with a large ensemble cast and escalating foes.,Demon Slayer: Kimetsu no Yaiba,1,6,"Dark shounen about a teen hero fighting supernatural enemies, sharing intense battles.",Dragon Ball Super,1,6,Super‑powered shounen with inter‑dimensional threats and a focus on heroic growth.,My Hero Academia,1,5,"Original series introducing Quirks, U.A. High, and the core cast.",Space Patrol Luluco,1,5,Sci‑fi teen series where a schoolgirl gains powers and fights alien crime.,Gintama,1,5,Parody shounen with an ensemble of heroes battling absurd threats.,Trigun,0,3,Action western with a lone gunman; only shares combat focus.,Vampire Hunter D: Bloodlust,0,3,Dark fantasy vampire hunter; minimal overlap beyond action.,Harmagedon,0,3,Cosmic‑horror mecha series; unrelated to superhero school themes.
20,Naruto,Naruto: Shippuden,2,10,"Direct sequel continuing Naruto's story with an older, more mature protagonist.",The Boy and the Beast,2,9,"Orphan protagonist finds a gruff mentor in a fantastical world, echoing Naruto's found‑family and martial‑arts themes.",The Last: Naruto the Movie,2,9,"Feature film starring Naruto, preserving the same characters, ninja action, and high‑stakes adventure.",Naruto the Movie: Ninja Clash in the Land of Snow,2,8,"Naruto movie with a mission escort plot, keeping the core cast and ninja combat.",Naruto the Movie: Legend of the Stone of Gelel,2,8,"Another Naruto film focusing on a side adventure, maintaining the series' tone and characters.",Hunter x Hunter (2011),2,7,"Shounen adventure with deep character growth, power scaling, and a quest‑driven plot similar to Naruto.",ONE PIECE,2,7,"Long‑running shounen about pirates, featuring ensemble cast, epic journeys, and found‑family dynamics.",Dragon Ball Z,2,7,"Classic shounen with martial arts, escalating battles, and a male hero growing stronger, akin to Naruto.",JUJUTSU KAISEN,1,6,"Supernatural shounen where a teen fights curses, sharing combat‑focused action and a youthful protagonist.",Fullmetal Alchemist: Brotherhood,1,6,"Alchemical quest with orphan brothers, philosophical themes, and intense battles reminiscent of Naruto's depth.",Attack on Titan,1,5,"Dark action series about humanity's fight for survival, offering intense combat and revenge motives.",The Seven Deadly Sins,1,5,"Fantasy shounen with an ensemble cast, magic battles, and comedic tone similar to Naruto's lighter moments.",Sword Art Online,1,5,"VR adventure featuring a teen hero mastering swordplay, echoing Naruto's growth‑through‑challenge arc.",Death Note,1,4,"Psychological thriller with a high‑school male lead, sharing shounen roots but differing in tone.",Shakugan no Shana,1,4,"Urban fantasy with teen protagonist battling supernatural foes, offering a comparable action‑fantasy vibe."
1735,Naruto: Shippuden,Naruto,2,10,"The original Naruto series establishes the world, characters, and ninja themes that Shippuden continues.",ONE PIECE,2,9,"One Piece offers a similarly long‑running shounen adventure with epic battles, strong friendships, and a focus on growth.",Hunter x Hunter (2011),2,9,Hunter x Hunter features deep power systems and strategic combat that appeal to Naruto fans.,Fullmetal Alchemist: Brotherhood,2,8,"Fullmetal Alchemist: Brotherhood shares themes of war, tragedy, and brotherly bonds with intense action.",JUJUTSU KAISEN,2,8,"Jujutsu Kaisen presents modern shounen combat against curses, echoing Naruto’s supernatural battles and teamwork.",Dragon Ball Z,2,8,Dragon Ball Z delivers high‑energy martial‑arts battles and classic shounen power‑up progression.,Demon Slayer: Kimetsu no Yaiba,2,8,"Demon Slayer follows an orphan hunting demons, mirroring Naruto’s revenge‑driven, sword‑based action.",My Hero Academia,2,7,"My Hero Academia’s focus on aspiring heroes, quirks, and school training parallels Naruto’s ninja academy growth.",Attack on Titan,2,7,"Attack on Titan shares intense war, tragedy, and survival themes that resonate with Naruto’s later arcs.",The Boy and the Beast,1,6,The Boy and the Beast features an orphan‑mentor bond and martial training in a fantastical setting.,The Seven Deadly Sins,1,6,"The Seven Deadly Sins offers ensemble shounen action, magic battles, and a quest to protect a kingdom.",Berserk,1,5,"Berserk shares intense sword combat and tragic war themes, though its darker tone differs from Naruto’s.",Twin Star Exorcists,1,5,"Twin Star Exorcists blends exorcism, demons, and a partnership between a male and female protagonist.",Tokyo Ghoul,1,5,Tokyo Ghoul presents a dark supernatural world where a teen grapples with a new monstrous identity.,One-Punch Man,1,5,"One‑Punch Man mixes over‑powered heroes with comedic tone, appealing to fans of exaggerated shounen battles."
